1072,1H,18
1093,1H,565
1095,1H,15
1096,1H,1
1097,1H,1
1098,1H,1
1099,1H,1
1100,1H,2
1101,1H,37
1102,1H,21
1104,13C,3
1105,13C,3
1107,13C,6
1108,13C,1
1109,13C,6
1110,13C,4
1111,13C,4
1112,13C,5
1113,13C,5
1114,13C,5
1115,13C,4
1116,13C,4
1117,13C,1
1120,1H,376
1127,1H,23
1128,1H,360
1129,1H,148
1133,1H,4
1134,1H,4
1135,1H,111
1136,15N,3
1137,1H,111
1138,1H,108
1139,1H,119
1140,1H,131
1144,1H,99
1145,1H,85
1147,1H,8
1148,1H,5
1149,1H,6
1150,1H,2
1151,1H,15
1152,1H,51
1153,1H,47
1154,1H,58
1155,1H,230
1156,1H,4
1158,13C,1
1159,13C,1
1160,13C,1
1161,13C,1
1162,1H,332
1163,1H,71
1164,1H,72
1165,1H,71
1166,1H,56
1167,1H,70
1168,1H,70
1170,1H,503
1171,1H,506
1174,1H,3
1175,1H,2
1176,1H,3
1177,1H,3
1178,1H,23
1179,1H,2
1181,1H,53
1182,1H,45
1183,1H,36
1184,1H,31
1192,1H,20
1194,1H,19
1198,1H,377
1200,1H,20
1201,1H,147
1202,1H,65
1203,1H,123
1204,1H,118
1205,1H,104
1206,1H,24
1207,1H,271
1208,1H,272
1209,1H,201
1210,1H,11
1211,1H,11
1212,1H,10
1213,1H,8
1214,1H,9
1215,1H,9
1216,1H,10
1217,1H,10
1218,1H,1
1219,1H,1
1220,1H,2
1221,1H,3
1222,1H,6
1225,1H,4
1226,1H,4
1227,1H,6
1228,1H,4
1230,1H,156
1323,1H,62
1324,1H,58
1333,1H,394
1334,1H,2
1336,1H,199
1337,1H,2
1338,1H,130
1339,1H,111
1343,1H,123
1344,1H,119
1346,1H,57
1347,1H,64
1348,1H,64
1358,1H,28
1360,1H,24
1374,1H,208
1375,13C,64
1376,1H,1
1377,1H,273
1378,1H,316
1379,1H,690
1381,1H,260
1393,1H,153
1394,1H,527
1396,1H,405
1397,1H,403
1398,1H,405
1399,1H,403
1400,1H,1
1403,1H,186
1404,13C,201
1413,1H,24
1414,1H,181
1416,1H,6
1439,1H,17
1440,1H,3
1441,1H,3
1442,1H,109
1443,1H,2
1444,1H,181
1445,1H,104
1446,1H,104
1447,1H,260
1448,1H,258
1449,1H,260
1450,1H,258
1451,1H,232
1452,1H,230
1453,1H,232
1454,1H,230
1455,1H,10
1457,1H,10
1459,1H,10
1461,1H,10
1463,1H,10
1465,1H,10
1467,1H,4
1469,1H,5
1471,1H,10
1474,1H,252
1475,1H,3
1476,1H,42
1477,1H,46
1478,1H,378
1479,1H,339
1480,1H,281
1481,1H,174
1482,1H,173
1483,1H,43
1483,13C,47
1484,1H,1
1484,13C,1
1485,1H,1
1485,13C,1
1486,1H,14
1487,1H,14
1494,1H,224
1495,1H,371
1496,1H,190
1497,1H,190
1500,1H,188
1503,1H,121
1514,1H,66
1515,1H,121
1516,1H,83
1517,1H,297
1518,1H,37
1519,1H,36
1520,1H,63
1538,1H,179
1539,1H,179
1541,1H,5
1542,1H,5
1543,1H,179
1544,1H,179
1545,1H,186
1546,1H,179
1551,1H,174
1552,1H,20
1553,1H,221
1562,1H,83
1566,1H,150
1567,1H,150
1571,1H,7
1573,1H,2
1574,1H,7
1575,1H,7
1576,1H,5
1577,1H,5
1578,1H,3
1580,1H,166
1580,13C,108
1580,15N,3
1581,1H,135
1581,15N,135
1582,1H,129
1582,15N,129
1583,1H,133
1583,15N,133
1584,1H,133
1584,15N,133
1585,1H,107
1586,1H,171
1587,1H,2
1588,1H,160
1589,1H,156
1590,1H,2
1591,1H,1
1592,1H,23
1616,1H,112
1620,1H,6
1624,1H,13
1632,1H,119
1633,1H,181
1634,1H,303
1634,13C,296
1634,15N,147
1635,1H,144
1638,1H,18
1639,1H,350
1640,13C,47
1642,13C,255
1643,1H,173
1646,1H,16
1646,15N,3
1647,1H,15
1647,15N,1
1648,13C,2
1649,1H,18
1650,1H,66
1651,1H,66
1652,1H,140
1653,1H,1
1654,1H,114
1655,1H,100
1656,1H,109
1657,1H,317
1657,13C,122
1657,15N,148
1658,15N,120
1660,1H,63
1661,1H,26
1662,1H,44
1663,1H,652
1663,15N,149
1664,1H,118
1665,1H,4
1666,1H,211
1669,1H,24
1670,1H,23
1672,1H,498
1672,15N,108
1673,1H,552
1673,15N,174
1674,1H,305
1675,1H,337
1676,1H,97
1677,1H,93
1692,1H,49
1693,1H,41
1696,1H,297
1696,13C,165
1696,15N,33
1697,1H,95
1698,1H,84
1699,1H,93
1700,1H,112
1702,1H,20
1704,1H,96
1704,13C,100
1704,15N,5
1705,1H,11
1706,1H,11
1707,1H,37
1709,1H,88
1710,1H,127
1712,1H,52
1713,1H,8
1719,1H,453
1720,1H,532
1722,1H,57
1723,1H,80
1724,1H,50
1725,1H,23
1726,1H,23
1727,1H,81
1728,1H,125
1729,1H,306
1734,1H,10
1734,13C,6
1736,1H,12
1736,13C,7
1739,1H,5
1743,1H,304
1743,15N,62
1744,1H,23
1744,15N,7
1745,1H,20
1751,1H,12
1752,1H,12
1756,1H,416
1757,1H,247
1760,1H,70
1761,1H,14
1762,13C,13
1766,1H,550
1767,1H,149
1769,1H,2
1770,1H,38
1771,1H,38
1772,1H,55
1773,1H,55
1775,1H,16
1777,1H,11
1779,1H,9
1781,1H,9
1783,1H,11
1785,1H,16
1787,1H,9
1789,1H,9
1791,1H,12
1793,1H,12
1795,1H,10
1797,1H,10
1798,13C,14
1799,13C,14
1800,13C,13
1801,13C,18
1802,13C,13
1803,13C,13
1808,1H,11
1811,1H,123
1812,15N,101
1813,15N,101
1814,1H,85
1815,1H,87
1816,1H,90
1817,1H,67
1819,1H,1
1820,1H,1
1821,1H,1
1822,1H,1
1825,1H,91
1826,1H,56
1839,1H,21
1841,1H,7
1843,1H,3
1844,1H,2
1845,1H,3
1846,1H,3
1851,1H,90
1854,13C,4
1855,13C,4
1856,13C,4
1857,13C,4
1858,13C,4
1859,13C,4
1865,13C,22
1866,1H,42
1867,1H,124
1869,1H,402
1870,1H,349
1871,1H,2
1872,1H,2
1874,1H,112
1875,1H,445
1875,13C,270
1875,15N,1
1876,1H,61
1877,1H,11
1878,15N,124
1881,1H,2
1882,1H,2
1883,1H,2
1884,1H,3
1885,1H,236
1886,1H,153
1887,1H,69
1889,1H,12
1891,1H,19
1892,1H,3
1893,1H,91
1895,1H,7
1911,1H,169
1917,1H,202
1918,1H,204
1919,1H,80
1920,1H,76
1921,1H,81
1968,1H,207
1975,13C,33
1977,13C,33
1991,1H,246
1995,1H,4
1995,15N,4
1996,1H,4
1996,15N,4
1997,1H,132
1998,1H,4
1999,1H,4
2000,1H,4
2001,1H,4
2002,1H,4
2003,1H,4
2006,1H,40
2012,1H,188
2013,1H,142
2014,1H,77
2024,1H,353
2030,1H,475
2031,1H,566
2031,15N,138
2038,1H,9
2039,1H,453
2040,1H,29
2042,1H,33
2043,1H,34
2047,1H,178
2048,1H,178
2049,1H,459
2050,1H,43
2051,1H,18
2052,1H,18
2053,1H,18
2059,1H,536
2060,1H,465
2060,15N,82
2061,1H,285
2062,1H,35
2063,1H,78
2065,1H,505
2066,1H,81
2067,1H,72
2068,1H,20
2069,1H,13
2070,1H,76
2071,1H,76
2074,1H,33
2075,1H,6
2076,1H,5
2077,1H,103
2078,1H,61
2113,1H,128
2114,1H,3
2114,15N,19
2115,15N,19
2116,1H,77
2117,1H,77
2118,1H,99
2151,1H,484
2169,1H,355
2173,1H,34
2192,1H,226
2193,1H,19
2196,1H,380
2197,1H,174
2198,1H,470
2199,1H,151
2200,1H,151
2201,1H,72
2202,1H,139
2203,1H,11
2204,1H,287
2205,1H,283
2206,1H,285
2207,1H,4
2208,1H,323
2208,13C,318
2208,15N,156
2209,1H,31
2217,1H,241
2218,1H,2
2219,1H,269
2220,1H,8
2221,1H,9
2222,1H,9
2223,1H,219
2224,1H,475
2225,1H,3
2226,1H,3
2227,1H,161
2228,1H,33
2229,13C,1
2231,1H,50
2232,1H,47
2233,1H,4
2234,1H,1
2235,13C,1
2236,13C,1
2247,1H,18
2247,15N,9
2249,1H,277
2261,1H,193
2262,1H,124
2263,1H,39
2265,1H,9
2265,13C,18
2266,13C,2
2267,13C,2
2268,13C,2
2269,13C,2
2270,13C,2
2271,13C,2
2272,1H,70
2274,1H,43
2275,1H,56
2276,1H,30
2277,1H,26
2278,1H,483
2279,1H,162
2281,1H,480
2282,1H,169
2283,1H,325
2284,1H,7
2285,13C,1
2288,13C,3
2324,1H,3
2325,1H,3
2326,1H,3
2327,1H,97
2328,1H,145
2329,1H,145
2331,1H,34
2338,1H,4
2345,1H,4
2346,1H,4
2347,1H,4
2348,1H,4
2352,1H,5
2353,15N,3
2366,1H,5
2367,1H,5
2368,1H,5
2371,1H,173
2371,13C,85
2371,15N,82
2384,1H,525
2395,1H,207
2396,1H,18
2410,1H,131
2410,13C,150
2410,15N,83
2425,1H,14
2426,1H,1
2431,1H,4
2432,1H,4
2433,1H,4
2434,1H,4
2435,1H,6
2436,1H,6
2437,1H,6
2438,1H,4
2439,1H,4
2440,1H,4
2442,1H,1
2443,1H,3
2446,1H,37
2454,1H,23
2454,13C,2
2455,1H,4
2457,1H,59
2463,1H,20
2463,13C,20
2472,1H,1
2473,1H,17
2474,1H,31
2475,1H,27
2476,1H,38
2488,1H,8
2489,1H,3
2498,1H,399
2506,15N,63
2512,1H,3
2513,1H,3
2527,1H,135
2528,1H,8
2528,15N,8
2529,1H,10
2529,13C,1
2529,15N,8
2539,1H,417
2542,15N,148
2545,1H,100
2545,15N,21
2546,1H,279
2547,1H,2
2573,15N,70
2574,15N,1
2575,1H,286
2580,1H,382
2590,13C,1
2591,13C,1
2592,13C,1
2606,15N,2
2607,15N,2
2608,15N,2
2609,15N,2
2610,15N,2
2611,15N,2
2612,15N,2
2613,15N,2
2614,15N,2
2615,15N,2
2616,15N,2
2617,1H,2
2618,1H,2
2619,1H,2
2620,1H,2
2621,1H,1
2622,1H,1
2623,1H,1
2624,1H,2
2625,1H,2
2627,1H,2
2628,1H,1
2630,1H,1
2631,1H,1
2632,15N,2
2638,1H,1
2639,1H,1
2640,1H,4
2641,1H,4
2642,1H,4
2651,1H,2
2652,1H,5
2707,1H,1
2708,1H,1
2709,1H,1
2710,1H,1
2711,1H,1
2712,1H,1
2718,1H,21
2719,1H,2
2763,1H,2
2764,1H,7
2768,1H,10
2784,1H,33
2784,13C,22
2785,1H,33
2785,13C,22
2786,1H,12
2787,1H,258
2798,1H,13
2799,1H,13
2802,13C,33
2804,1H,129
2852,1H,105
2853,1H,1
2856,1H,359
2858,1H,73
2868,1H,483
2917,1H,8
2928,1H,30
2935,1H,1
2936,1H,1
2939,1H,172
2940,1H,172
2941,1H,156
2948,1H,83
2950,1H,19
2951,1H,17
2956,1H,252
2957,1H,65
2958,1H,9
2959,1H,9
2960,1H,27
2968,1H,77
2990,1H,10
2991,1H,10
2999,1H,350
3000,1H,25
3032,1H,95
3036,1H,124
3065,1H,2
3078,1H,612
3079,1H,7
3084,1H,10
3085,1H,10
3118,1H,2
3119,1H,2
3127,1H,4
3128,1H,4
3322,1H,281
3322,15N,62
3394,1H,275
3404,1H,107
3427,1H,228
3433,1H,352
3433,15N,68
3435,1H,175
3436,1H,178
3437,1H,180
3440,1H,689
3440,15N,130
3441,1H,549
3442,1H,505
3449,1H,225
3456,1H,203
3466,1H,440
3471,1H,51
3472,1H,49
3485,1H,154
3524,1H,20
3525,1H,20
3548,1H,170
4001,1H,597
4001,13C,452
4001,15N,114
4010,1H,619
4010,15N,119
4011,1H,587
4011,15N,108
4012,1H,276
4012,13C,138
4012,15N,138
4019,1H,562
4019,13C,425
4019,15N,101
4020,1H,183
4020,13C,73
4022,1H,825
4022,13C,743
4022,15N,243
4023,1H,445
4023,13C,329
4023,15N,82
4024,1H,376
4027,1H,954
4027,13C,673
4027,15N,165
4028,1H,261
4028,13C,308
4028,15N,149
4029,1H,311
4029,13C,297
4029,15N,149
4030,1H,1241
4030,13C,827
4030,15N,207
4031,1H,244
4031,13C,368
4031,15N,119
4032,1H,244
4032,13C,363
4032,15N,119
4033,1H,328
4033,15N,69
4034,1H,416
4034,13C,96
4034,15N,93
4035,1H,491
4035,13C,296
4035,15N,84
4036,1H,533
4036,13C,320
4036,15N,116
4037,1H,323
4037,13C,328
4037,15N,153
4038,1H,799
4038,13C,582
4038,15N,168
4039,1H,786
4039,13C,615
4039,15N,134
4040,1H,170
4040,13C,251
4040,15N,85
4041,1H,772
4041,13C,611
4041,15N,134
4042,1H,373
4042,15N,66
4043,1H,372
4044,1H,430
4044,15N,76
4045,1H,741
4045,13C,441
4045,15N,110
4046,1H,432
4046,13C,370
4046,15N,122
4047,1H,537
4047,13C,418
4047,15N,112
4048,1H,228
4048,13C,145
4048,15N,39
4049,1H,728
4049,13C,398
4049,15N,122
4050,1H,217
4050,13C,150
4050,15N,41
4051,1H,163
4051,13C,118
4051,15N,31
4052,1H,837
4052,13C,524
4052,15N,142
4053,1H,838
4053,13C,541
4053,15N,137
4054,1H,164
4054,15N,40
4055,1H,264
4055,13C,163
4055,15N,46
4056,1H,757
4056,13C,560
4056,15N,135
4057,1H,185
4058,1H,180
4059,1H,181
4060,1H,543
4060,13C,506
4060,15N,161
4061,1H,143
4061,13C,267
4061,15N,143
4062,1H,690
4062,15N,148
4063,1H,379
4063,13C,616
4063,15N,176
4064,1H,930
4064,13C,716
4064,15N,158
4065,1H,327
4065,13C,263
4065,15N,60
4066,15N,8
4067,1H,1019
4067,13C,126
4068,1H,278
4068,13C,191
4068,15N,56
4069,1H,471
4069,15N,76
4070,1H,1088
4070,13C,864
4070,15N,227
4071,1H,305
4072,1H,129
4072,13C,113
4072,15N,61
4073,1H,185
4073,13C,264
4073,15N,89
4074,1H,200
4074,13C,285
4074,15N,95
4075,1H,259
4075,13C,253
4075,15N,124
4076,1H,908
4076,15N,254
4077,1H,626
4077,13C,470
4077,15N,98
4078,1H,669
4078,13C,462
4078,15N,129
4079,1H,543
4079,13C,305
4079,15N,79
4080,1H,541
4080,13C,272
4080,15N,8
4081,1H,1003
4081,13C,724
4081,15N,172
4082,1H,773
4082,13C,440
4082,15N,144
4083,1H,722
4083,13C,423
4083,15N,127
4084,1H,495
4084,13C,274
4084,15N,92
4085,1H,500
4085,13C,288
4085,15N,99
4086,1H,512
4086,13C,330
4086,15N,123
4087,1H,604
4087,13C,336
4087,15N,108
4088,1H,80
4089,1H,898
4089,13C,487
4089,15N,160
4090,1H,376
4090,13C,237
4090,15N,74
4091,1H,918
4091,13C,686
4091,15N,151
4092,1H,895
4092,13C,653
4092,15N,165
4093,1H,243
4093,13C,239
4093,15N,117
4094,1H,811
4094,13C,605
4094,15N,144
4095,1H,359
4095,15N,53
4097,1H,111
4097,13C,217
4097,15N,111
4098,1H,572
4098,13C,485
4098,15N,109
4099,1H,1086
4099,13C,594
4099,15N,186
4100,1H,636
4100,13C,349
4100,15N,108
4101,1H,1110
4101,13C,905
4101,15N,230
4102,1H,435
4102,13C,657
4102,15N,213
4103,1H,258
4103,13C,188
4103,15N,22
4104,1H,257
4104,13C,176
4104,15N,23
4105,1H,533
4105,13C,314
4105,15N,88
4106,1H,1140
4106,13C,769
4106,15N,29
4107,1H,222
4107,13C,124
4107,15N,66
4108,1H,72
4108,13C,138
4108,15N,72
4109,1H,1571
4109,13C,1055
4109,15N,302
4110,1H,1013
4110,13C,577
4110,15N,176
4111,1H,247
4111,13C,478
4111,15N,247
4112,1H,397
4113,1H,654
4113,13C,491
4113,15N,115
4114,1H,711
4114,13C,348
4114,15N,127
4115,1H,449
4115,13C,254
4115,15N,81
4116,1H,438
4116,13C,239
4116,15N,86
4117,1H,522
4117,13C,370
4117,15N,95
4120,1H,339
4120,13C,297
4121,1H,404
4121,13C,162
4121,15N,68
4122,1H,404
4122,13C,307
4122,15N,73
4123,1H,315
4123,13C,173
4123,15N,91
4124,1H,88
4124,15N,88
4125,1H,192
4126,1H,417
4126,13C,312
4126,15N,75
4127,1H,743
4127,13C,475
4127,15N,130
4128,1H,116
4128,13C,119
4128,15N,116
4129,1H,863
4129,15N,179
4130,1H,455
4130,13C,310
4130,15N,94
4131,1H,443
4131,13C,302
4131,15N,91
4132,1H,495
4132,13C,309
4132,15N,142
4133,1H,213
4134,1H,372
4134,13C,219
4134,15N,115
4135,1H,163
4135,15N,1
4135,31P,16
4136,1H,599
4136,13C,283
4136,15N,113
4137,15N,8
4138,1H,650
4140,1H,616
4140,13C,501
4140,15N,124
4141,1H,824
4141,13C,291
4141,15N,100
4142,1H,507
4142,13C,7
4143,1H,526
4143,15N,97
4144,1H,151
4144,13C,219
4144,15N,68
4145,1H,401
4145,15N,76
4146,1H,415
4146,13C,339
4146,15N,76
4147,1H,367
4147,13C,285
4147,15N,71
4148,1H,196
4149,1H,582
4149,13C,446
4149,15N,114
4150,1H,667
4150,13C,392
4150,15N,107
4151,1H,395
4151,13C,315
4151,15N,80
4152,1H,763
4152,13C,381
4152,15N,200
4153,1H,467
4153,13C,254
4153,15N,84
4154,1H,507
4154,13C,376
4154,15N,96
4155,1H,410
4155,15N,64
4156,1H,635
4156,13C,469
4156,15N,116
4157,1H,166
4158,1H,814
4158,15N,154
4159,1H,343
4160,1H,435
4160,13C,267
4160,15N,83
4161,1H,630
4161,13C,432
4161,15N,118
4162,1H,575
4162,13C,377
4162,15N,112
4163,1H,303
4164,1H,42
4165,1H,585
4165,13C,231
4165,15N,80
4166,1H,115
4166,13C,125
4166,15N,115
4167,1H,121
4167,13C,128
4167,15N,121
4168,1H,271
4168,13C,138
4168,15N,130
4169,1H,51
4170,1H,125
4171,1H,449
4171,13C,431
4171,15N,208
4172,1H,250
4172,31P,28
4173,1H,760
4173,15N,151
4174,1H,455
4174,15N,84
4175,1H,175
4175,31P,19
4176,1H,117
4177,1H,494
4177,13C,247
4177,15N,81
4179,1H,91
4180,1H,74
4181,1H,482
4182,1H,261
4183,1H,497
4183,13C,392
4183,15N,106
4184,1H,577
4184,13C,430
4184,15N,91
4185,1H,232
4186,1H,662
4186,13C,331
4186,15N,118
4187,1H,190
4188,1H,797
4188,13C,576
4188,15N,140
4189,1H,617
4190,1H,216
4191,1H,218
4192,1H,209
4193,1H,1182
4193,13C,859
4193,15N,220
4194,1H,126
4195,1H,411
4197,1H,248
4197,13C,204
4197,15N,51
4198,1H,748
4198,13C,518
4198,15N,128
4199,1H,415
4199,15N,74
4200,1H,317
4201,1H,244
4202,1H,797
4202,13C,579
4202,15N,157
4203,1H,188
4204,1H,399
4205,1H,649
4205,13C,485
4205,15N,116
4206,1H,982
4206,13C,579
4206,15N,178
4207,1H,358
4207,13C,0
4207,15N,77
4208,1H,411
4209,1H,249
4209,13C,157
4209,15N,50
4210,1H,326
4211,1H,223
4212,1H,98
4213,1H,102
4214,1H,704
4214,13C,372
4214,15N,128
4215,1H,849
4215,13C,629
4215,15N,130
4216,1H,207
4216,13C,66
4216,15N,34
4217,1H,519
4217,13C,191
4217,15N,97
4218,1H,336
4219,1H,178
4220,1H,154
4221,1H,185
4222,1H,465
4222,15N,86
4223,1H,318
4223,13C,239
4223,15N,69
4224,1H,659
4224,13C,385
4224,15N,120
4225,1H,501
4225,15N,87
4227,1H,465
4227,13C,341
4227,15N,81
4228,1H,524
4228,13C,376
4228,15N,92
4229,1H,516
4230,1H,619
4230,13C,468
4230,15N,126
4231,1H,579
4232,1H,674
4232,13C,259
4232,15N,184
4233,1H,208
4234,1H,232
4235,1H,78
4235,31P,9
4236,1H,387
4236,13C,549
4236,15N,182
4237,1H,365
4237,13C,254
4237,15N,58
4239,1H,402
4239,13C,220
4239,15N,88
4240,1H,105
4241,1H,438
4241,15N,100
4242,1H,693
4242,13C,409
4242,15N,132
4243,1H,76
